V-S-D
                      0
                      0
                      0      0.00000          0.000
                      2      0.00278          0.004
                     21      0.02177          0.010
                     72      0.04733          0.018
                    161      0.07141          0.028
                    287      0.09592          0.040
                    450      0.12203          0.053
                    597      0.14551          0.063
