V-S-D
                      0
                      0
                      0      0.00000          0.000
                      0      0.00003          0.000
                      9      0.01192          0.004
                     42      0.03188          0.011
                    108      0.05622          0.020
                    224      0.09889          0.030
                    267      0.11720          0.033
