V-S-D
                      0
                      0
                      0      0.00000          0.000
                      2      0.00408          0.002
                     13      0.01091          0.007
                     36      0.01958          0.015
                     74      0.03055          0.024
                    132      0.04781          0.035
                    153      0.05521          0.038
