V-S-D
                      0
                      0
                      0      0.00000          0.000
                      1      0.00393          0.000
                      6      0.01865          0.002
                     56      0.04744          0.007
                    161      0.09319          0.015
                    336      0.13927          0.024
                    560      0.18046          0.034
