V-S-D
                      0
                      0
                      0      0.00000          0.000
                      0      0.00006          0.000
                      2      0.00237          0.004
                      8      0.00552          0.011
                     23      0.01520          0.019
                     82      0.06365          0.029
                    103      0.07470          0.031
