V-S-D
                      0
                      0
                      0      0.00000          0.000
                      2      0.00603          0.001
                     21      0.01881          0.007
                     63      0.03709          0.014
                    139      0.06463          0.024
                    262      0.09931          0.034
                    455      0.15709          0.046
                    506      0.18415          0.049
