V-S-D
                      0
                      0
                      0      0.00000          0.000
                      3      0.00565          0.002
                     24      0.02290          0.007
                     78      0.04894          0.015
                    178      0.08442          0.024
                    337      0.12771          0.035
                    579      0.19469          0.047
                    640      0.21370          0.050
