V-S-D
                      0
                      0
                      0      0.00000          0.000
                     14      0.02769          0.002
                    138      0.13849          0.008
                    517      0.36616          0.015
                   1172      0.50747          0.025
                   2035      0.64336          0.036
                   3101      0.77735          0.048
                   4280      0.90688          0.061
