V-S-D
                      0
                      0
                      0      0.00000          0.000
                      2      0.00411          0.002
                     22      0.02289          0.007
                     79      0.05251          0.015
                    185      0.08955          0.024
                    354      0.13518          0.035
                    598      0.19046          0.047
                    812      0.23710          0.056
