V-S-D
                      0
                      0
                      0      0.00000          0.000
                      2      0.00477          0.001
                     42      0.04839          0.006
                    154      0.10183          0.014
                    353      0.16295          0.023
                    654      0.23915          0.034
                    873      0.30658          0.040
