V-S-D
                      0
                      0
                      0      0.00000          0.000
                      0      0.00125          0.000
                     12      0.01509          0.004
                     49      0.03406          0.011
                    116      0.05432          0.020
                    210      0.07198          0.030
                    332      0.09057          0.042
                    351      0.09328          0.043
